"age","job","marital","education","default","balance","housing","loan","contact","day","month","campaign","previous","Subscription","contact_success_rate","age_group","credit_risk"
31,"technician","married","tertiary","no",636,"yes","no","cellular","4","may","4","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
34,"services","married","secondary","no",1076,"no","no","cellular","12","may","1","6","yes",0.645833333333333,"Middle-aged","Medium Risk"
38,"management","married","tertiary","no",126,"yes","no","unknown","21","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"self-employed","married","secondary","no",-33,"yes","no","unknown","28","may","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
37,"technician","married","secondary","no",430,"no","no","cellular","27","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"admin.","married","secondary","no",-6,"yes","no","unknown","7","may","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
71,"technician","married","tertiary","no",383,"no","no","cellular","27","oct","2","3","no",0.645833333333333,"Senior","Medium Risk"
27,"technician","married","secondary","no",130,"yes","no","cellular","7","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
38,"blue-collar","married","primary","no",2569,"no","no","unknown","9","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"technician","single","secondary","no",201,"no","no","cellular","22","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
54,"retired","divorced","tertiary","no",0,"no","no","unknown","13","may","1","0","yes",0.0568070519098923,"Senior","Medium Risk"
30,"blue-collar","married","secondary","no",6,"yes","no","cellular","28","jan","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"blue-collar","single","secondary","no",706,"yes","no","cellular","7","apr","1","1","no",0.106965174129353,"Middle-aged","Medium Risk"
36,"management","married","secondary","no",1825,"yes","no","cellular","14","may","1","1","no",0.106965174129353,"Middle-aged","Medium Risk"
59,"self-employed","married","tertiary","no",185,"no","no","cellular","22","jun","5","1","no",0.106965174129353,"Senior","Medium Risk"
64,"management","married","tertiary","no",679,"no","no","telephone","22","apr","3","0","no",0.0568070519098923,"Senior","Medium Risk"
53,"technician","divorced","secondary","no",320,"no","no","cellular","9","jul","1","0","no",0.0568070519098923,"Senior","Medium Risk"
35,"management","single","tertiary","no",2988,"yes","no","cellular","25","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
58,"self-employed","married","secondary","no",1407,"yes","no","unknown","30","may","1","0","no",0.0568070519098923,"Senior","Medium Risk"
40,"technician","married","secondary","no",1270,"no","no","cellular","17","apr","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
41,"services","divorced","secondary","no",654,"yes","no","cellular","13","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
44,"entrepreneur","married","tertiary","no",3463,"yes","yes","cellular","28","aug","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
36,"entrepreneur","married","primary","no",177,"yes","no","unknown","12","may","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
58,"retired","single","secondary","no",1640,"no","yes","cellular","4","feb","6","4","no",0.106965174129353,"Senior","High Risk"
60,"admin.","divorced","secondary","no",174,"yes","no","cellular","15","may","1","1","no",0.106965174129353,"Senior","Medium Risk"
36,"management","single","tertiary","no",490,"no","no","cellular","28","aug","8","1","yes",0.106965174129353,"Middle-aged","Medium Risk"
49,"self-employed","married","secondary","no",2576,"yes","no","cellular","15","may","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
40,"services","married","secondary","no",0,"no","no","unknown","12","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
23,"technician","single","secondary","no",598,"no","no","cellular","30","apr","1","0","no",0.0568070519098923,"Young","Medium Risk"
44,"blue-collar","married","primary","no",271,"yes","yes","unknown","9","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
54,"unknown","married","unknown","no",2508,"no","no","unknown","20","jun","8","0","no",0.0568070519098923,"Senior","Medium Risk"
47,"blue-collar","married","primary","no",320,"no","no","telephone","30","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"admin.","married","tertiary","no",640,"no","no","cellular","24","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"self-employed","married","secondary","no",1772,"yes","no","cellular","13","apr","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"admin.","single","secondary","no",15,"no","yes","cellular","21","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
49,"management","divorced","tertiary","no",2370,"yes","yes","unknown","17","nov","1","2","no",0.142857142857143,"Middle-aged","High Risk"
27,"services","single","secondary","no",201,"yes","no","unknown","4","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
51,"blue-collar","married","secondary","no",160,"yes","no","cellular","7","may","1","1","no",0.106965174129353,"Senior","Medium Risk"
32,"admin.","divorced","secondary","yes",5,"yes","yes","cellular","18","may","3","2","no",0.142857142857143,"Middle-aged","High Risk"
30,"blue-collar","single","secondary","no",75,"yes","no","unknown","16","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"blue-collar","single","primary","no",-79,"yes","no","unknown","30","may","5","0","no",0.0568070519098923,"Middle-aged","High Risk"
75,"retired","divorced","secondary","no",1341,"no","no","cellular","18","dec","7","0","yes",0.0568070519098923,"Senior","Medium Risk"
37,"services","divorced","secondary","no",490,"yes","no","cellular","2","feb","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"technician","single","secondary","no",1521,"yes","no","unknown","16","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
37,"blue-collar","married","secondary","no",131,"yes","no","unknown","9","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"management","married","tertiary","no",8,"yes","no","unknown","23","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"services","married","secondary","no",-632,"yes","yes","cellular","20","apr","5","0","no",0.0568070519098923,"Middle-aged","High Risk"
32,"admin.","single","secondary","no",116,"no","yes","cellular","16","jul","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
35,"admin.","married","primary","no",189,"yes","no","cellular","11","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"blue-collar","married","primary","no",2,"yes","yes","cellular","10","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
27,"services","married","secondary","no",54,"yes","no","cellular","18","may","1","1","no",0.106965174129353,"Middle-aged","Medium Risk"
22,"student","single","unknown","no",549,"no","no","cellular","2","sep","1","0","no",0.0568070519098923,"Young","Medium Risk"
35,"blue-collar","married","primary","no",298,"yes","no","cellular","13","may","2","2","no",0.106965174129353,"Middle-aged","Medium Risk"
69,"retired","married","primary","no",579,"no","no","cellular","14","aug","1","0","no",0.0568070519098923,"Senior","Medium Risk"
37,"entrepreneur","single","tertiary","no",1467,"yes","yes","cellular","17","nov","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
45,"admin.","single","secondary","no",0,"yes","no","cellular","8","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"management","married","tertiary","no",109,"yes","no","cellular","22","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
52,"management","married","tertiary","no",-11,"yes","no","cellular","11","may","4","0","no",0.0568070519098923,"Senior","High Risk"
33,"services","married","secondary","no",90,"yes","no","cellular","28","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"management","divorced","secondary","no",1897,"yes","yes","unknown","2","jun","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
44,"admin.","married","secondary","no",2403,"yes","no","cellular","28","jan","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
38,"entrepreneur","married","secondary","no",868,"no","no","cellular","20","nov","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
54,"entrepreneur","married","secondary","no",653,"yes","no","unknown","15","may","1","0","no",0.0568070519098923,"Senior","Medium Risk"
32,"unemployed","divorced","primary","no",0,"no","no","cellular","15","jul","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"technician","married","secondary","no",0,"yes","yes","cellular","19","nov","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
55,"services","divorced","secondary","no",218,"yes","no","unknown","29","may","2","0","no",0.0568070519098923,"Senior","Medium Risk"
48,"blue-collar","married","secondary","no",741,"yes","no","cellular","16","apr","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
37,"services","single","secondary","no",1050,"yes","no","cellular","3","feb","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"services","single","secondary","no",-56,"no","yes","cellular","10","jul","5","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"blue-collar","married","primary","no",1,"yes","yes","telephone","22","jul","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
43,"blue-collar","married","primary","no",-98,"yes","yes","cellular","12","may","2","3","no",0.142857142857143,"Middle-aged","High Risk"
54,"unemployed","married","primary","no",541,"yes","no","cellular","3","feb","3","0","no",0.0568070519098923,"Senior","Medium Risk"
54,"unknown","married","unknown","no",895,"no","no","cellular","7","oct","1","0","yes",0.0568070519098923,"Senior","Medium Risk"
36,"unemployed","married","secondary","no",-129,"yes","no","cellular","29","jul","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"admin.","married","secondary","no",0,"no","no","cellular","15","jul","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"technician","single","secondary","no",158,"no","no","unknown","1","jul","2","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
30,"admin.","married","secondary","no",122,"yes","no","unknown","16","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"blue-collar","married","secondary","no",673,"yes","no","unknown","20","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"technician","divorced","secondary","no",0,"no","no","cellular","25","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"services","divorced","secondary","no",411,"yes","no","unknown","8","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
41,"blue-collar","married","secondary","no",-217,"yes","no","cellular","11","may","1","3","no",0.142857142857143,"Middle-aged","High Risk"
46,"admin.","divorced","secondary","no",2232,"no","no","cellular","13","feb","1","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
30,"technician","single","tertiary","no",236,"yes","no","unknown","16","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
40,"entrepreneur","married","primary","no",0,"yes","no","cellular","11","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
30,"blue-collar","married","primary","no",2581,"no","no","unknown","12","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"admin.","married","secondary","no",639,"no","yes","cellular","14","jul","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
41,"blue-collar","married","primary","no",849,"yes","no","unknown","15","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
54,"services","married","secondary","no",386,"yes","no","cellular","2","aug","2","0","no",0.0568070519098923,"Senior","Medium Risk"
32,"management","single","tertiary","no",1218,"yes","no","telephone","28","jan","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"management","married","tertiary","no",2603,"yes","no","cellular","11","feb","4","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
42,"blue-collar","married","secondary","no",-921,"yes","no","unknown","26","may","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
48,"admin.","married","primary","no",607,"no","no","unknown","20","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"blue-collar","married","primary","no",79,"yes","no","cellular","14","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
55,"technician","divorced","secondary","no",61,"yes","yes","cellular","25","aug","3","0","no",0.0568070519098923,"Senior","High Risk"
49,"technician","married","secondary","no",1091,"no","no","telephone","30","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"management","divorced","tertiary","no",743,"no","no","unknown","5","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"entrepreneur","married","unknown","no",209,"yes","no","unknown","6","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
24,"management","single","tertiary","no",172,"no","no","cellular","3","jul","2","0","no",0.0568070519098923,"Young","Medium Risk"
25,"student","single","secondary","no",1116,"yes","no","cellular","2","mar","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
49,"blue-collar","married","secondary","no",-55,"no","no","unknown","17","jun","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"management","single","tertiary","no",329,"yes","no","unknown","6","jun","16","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"management","married","unknown","no",1519,"no","no","cellular","19","oct","1","1","yes",0.645833333333333,"Middle-aged","Medium Risk"
37,"entrepreneur","married","tertiary","no",2685,"no","no","unknown","20","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
44,"blue-collar","married","primary","no",-14,"yes","yes","unknown","19","may","4","0","no",0.0568070519098923,"Middle-aged","High Risk"
41,"blue-collar","married","secondary","no",1459,"no","no","unknown","5","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
48,"technician","married","tertiary","no",0,"no","no","telephone","26","aug","15","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"management","married","secondary","no",625,"yes","no","cellular","7","apr","1","1","no",0.106965174129353,"Middle-aged","Medium Risk"
37,"student","married","unknown","no",0,"no","no","unknown","18","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
51,"services","married","secondary","no",867,"yes","no","cellular","3","feb","2","3","no",0.106965174129353,"Senior","Medium Risk"
32,"management","single","tertiary","no",151,"yes","no","unknown","6","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
48,"services","married","primary","yes",-583,"yes","no","unknown","2","jun","7","0","no",0.0568070519098923,"Middle-aged","High Risk"
30,"management","married","tertiary","no",3134,"yes","no","cellular","17","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"self-employed","single","secondary","no",49,"yes","no","cellular","30","jan","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"technician","married","secondary","no",-346,"no","no","cellular","13","aug","4","0","no",0.0568070519098923,"Middle-aged","High Risk"
48,"management","married","tertiary","no",60,"no","no","telephone","7","may","2","7","no",0.106965174129353,"Middle-aged","Medium Risk"
40,"services","married","secondary","no",17,"no","no","cellular","4","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
38,"blue-collar","married","secondary","no",2008,"yes","no","cellular","18","nov","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"blue-collar","married","primary","no",91,"yes","no","cellular","6","may","1","2","no",0.106965174129353,"Middle-aged","Medium Risk"
41,"entrepreneur","married","tertiary","no",171,"yes","no","cellular","19","nov","1","4","no",0.106965174129353,"Middle-aged","Medium Risk"
28,"management","single","tertiary","no",1027,"yes","no","cellular","14","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"blue-collar","divorced","primary","no",142,"yes","no","telephone","11","may","2","5","no",0.106965174129353,"Middle-aged","Medium Risk"
26,"management","single","tertiary","no",205,"no","no","unknown","26","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"admin.","single","secondary","no",852,"no","no","cellular","14","apr","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"blue-collar","married","secondary","yes",-584,"yes","no","cellular","7","may","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
42,"self-employed","married","secondary","no",97,"no","no","cellular","10","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
45,"admin.","married","secondary","no",204,"yes","no","cellular","3","jun","2","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
39,"blue-collar","married","primary","no",1564,"no","no","unknown","17","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
26,"blue-collar","single","secondary","no",856,"yes","yes","cellular","30","jul","5","0","no",0.0568070519098923,"Middle-aged","High Risk"
40,"management","single","tertiary","no",1509,"no","no","cellular","15","mar","2","1","no",0.106965174129353,"Middle-aged","Medium Risk"
52,"services","married","secondary","no",-888,"no","no","cellular","16","jul","1","0","no",0.0568070519098923,"Senior","High Risk"
40,"technician","single","tertiary","no",226,"no","no","cellular","15","jan","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
48,"technician","married","secondary","no",127,"no","yes","cellular","7","aug","5","0","no",0.0568070519098923,"Middle-aged","High Risk"
31,"services","married","secondary","no",413,"yes","no","unknown","13","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"admin.","married","secondary","no",710,"yes","yes","cellular","6","may","1","2","yes",0.645833333333333,"Middle-aged","High Risk"
47,"technician","married","secondary","no",1233,"yes","no","unknown","11","sep","1","2","yes",0.142857142857143,"Middle-aged","Medium Risk"
28,"management","single","secondary","no",171,"no","no","cellular","10","mar","1","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
40,"management","divorced","tertiary","no",69,"yes","no","cellular","6","may","2","2","no",0.106965174129353,"Middle-aged","Medium Risk"
34,"admin.","married","secondary","no",1499,"yes","no","cellular","13","apr","1","2","no",0.106965174129353,"Middle-aged","Medium Risk"
29,"self-employed","married","tertiary","no",751,"yes","no","unknown","23","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"management","married","tertiary","no",61,"no","yes","cellular","19","aug","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
55,"services","divorced","primary","no",2923,"yes","no","unknown","15","may","2","0","no",0.0568070519098923,"Senior","Medium Risk"
43,"management","divorced","tertiary","no",99,"no","no","cellular","29","jan","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
23,"student","single","secondary","no",1021,"no","no","telephone","19","jun","9","0","no",0.0568070519098923,"Young","Medium Risk"
44,"technician","married","tertiary","no",1146,"no","no","cellular","4","jul","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
58,"blue-collar","married","primary","no",781,"yes","no","cellular","15","may","2","0","no",0.0568070519098923,"Senior","Medium Risk"
29,"admin.","single","secondary","no",1448,"no","no","cellular","10","mar","1","7","no",0.142857142857143,"Middle-aged","Medium Risk"
30,"management","single","tertiary","no",604,"no","yes","cellular","2","feb","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
29,"admin.","single","secondary","no",-194,"yes","no","cellular","7","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
41,"technician","married","secondary","no",0,"no","no","cellular","11","mar","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"housemaid","married","primary","no",0,"yes","no","cellular","14","jul","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"technician","single","secondary","no",1014,"yes","no","cellular","23","jul","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
27,"admin.","single","tertiary","no",73,"no","no","cellular","29","jan","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
47,"services","married","secondary","no",2597,"yes","no","unknown","16","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
53,"self-employed","married","tertiary","no",2627,"yes","yes","unknown","16","jun","30","0","no",0.0568070519098923,"Senior","High Risk"
34,"management","married","tertiary","no",1906,"yes","no","cellular","14","jul","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"blue-collar","married","primary","no",-319,"yes","yes","cellular","9","jul","4","0","no",0.0568070519098923,"Middle-aged","High Risk"
36,"management","married","tertiary","no",-296,"yes","no","cellular","14","may","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
40,"technician","married","secondary","no",169,"yes","no","cellular","18","aug","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
37,"self-employed","single","tertiary","no",556,"no","no","unknown","17","jun","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
65,"retired","divorced","unknown","no",300,"no","no","cellular","2","aug","2","0","no",0.0568070519098923,"Senior","Medium Risk"
53,"technician","divorced","secondary","no",751,"yes","no","unknown","16","may","4","0","no",0.0568070519098923,"Senior","Medium Risk"
28,"technician","single","secondary","no",126,"no","no","cellular","3","mar","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
33,"technician","divorced","tertiary","no",-386,"yes","no","unknown","23","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
56,"blue-collar","married","primary","no",379,"no","no","cellular","13","aug","5","0","no",0.0568070519098923,"Senior","Medium Risk"
45,"self-employed","married","secondary","no",706,"no","no","cellular","30","apr","2","1","no",0.645833333333333,"Middle-aged","Medium Risk"
28,"management","single","tertiary","no",1466,"yes","no","cellular","25","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"blue-collar","married","primary","no",0,"yes","no","cellular","18","nov","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
41,"blue-collar","married","primary","no",951,"yes","no","cellular","20","apr","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
46,"admin.","married","secondary","no",368,"no","no","cellular","20","aug","1","4","yes",0.142857142857143,"Middle-aged","Medium Risk"
41,"blue-collar","married","secondary","no",121,"yes","no","cellular","13","may","6","5","no",0.142857142857143,"Middle-aged","Medium Risk"
59,"services","married","secondary","no",204,"no","no","cellular","23","jul","2","0","no",0.0568070519098923,"Senior","Medium Risk"
24,"admin.","married","secondary","no",299,"yes","no","cellular","6","may","1","1","no",0.106965174129353,"Young","Medium Risk"
40,"blue-collar","married","primary","no",-335,"yes","no","unknown","27","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
42,"admin.","married","secondary","no",3165,"yes","no","unknown","16","jun","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
50,"services","married","secondary","no",254,"yes","no","cellular","15","apr","2","1","no",0.106965174129353,"Senior","Medium Risk"
25,"management","single","tertiary","no",553,"yes","no","cellular","17","sep","4","1","no",0.106965174129353,"Middle-aged","Medium Risk"
51,"services","divorced","secondary","no",518,"yes","no","telephone","17","nov","1","0","no",0.0568070519098923,"Senior","Medium Risk"
50,"management","married","tertiary","no",85,"no","yes","cellular","1","jun","1","0","no",0.0568070519098923,"Senior","High Risk"
21,"services","single","secondary","no",361,"no","no","telephone","5","jun","1","1","no",0.142857142857143,"Young","Medium Risk"
52,"blue-collar","married","secondary","no",-98,"yes","no","unknown","7","may","1","0","no",0.0568070519098923,"Senior","High Risk"
26,"technician","single","secondary","no",2610,"yes","yes","unknown","2","jun","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
38,"technician","married","tertiary","no",3234,"no","no","cellular","18","nov","2","0","yes",0.0568070519098923,"Middle-aged","Medium Risk"
32,"blue-collar","married","secondary","no",687,"yes","no","unknown","9","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"blue-collar","married","secondary","no",631,"yes","no","unknown","23","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"technician","single","secondary","no",341,"no","yes","cellular","29","jan","1","3","no",0.106965174129353,"Middle-aged","High Risk"
33,"technician","single","tertiary","no",316,"no","no","cellular","21","aug","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
35,"technician","married","secondary","no",2,"no","no","telephone","28","jan","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
44,"management","married","unknown","no",415,"yes","no","telephone","14","may","7","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
48,"management","divorced","tertiary","no",507,"yes","no","cellular","9","apr","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
50,"management","married","tertiary","no",0,"no","no","cellular","9","jul","5","0","no",0.0568070519098923,"Senior","Medium Risk"
37,"blue-collar","married","primary","no",37,"yes","no","cellular","13","may","2","1","no",0.142857142857143,"Middle-aged","Medium Risk"
44,"admin.","single","secondary","no",2524,"no","no","unknown","19","jun","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
49,"blue-collar","divorced","unknown","no",39,"yes","no","cellular","13","may","5","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
31,"blue-collar","married","secondary","no",0,"yes","no","unknown","5","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
49,"technician","divorced","secondary","no",265,"yes","no","unknown","12","may","6","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
42,"blue-collar","married","primary","no",1520,"yes","no","cellular","5","feb","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"blue-collar","divorced","secondary","no",-140,"yes","no","unknown","26","may","2","0","no",0.0568070519098923,"Middle-aged","High Risk"
75,"retired","divorced","primary","no",852,"no","no","cellular","15","mar","1","0","no",0.0568070519098923,"Senior","Medium Risk"
38,"blue-collar","single","secondary","no",578,"yes","no","unknown","21","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
40,"blue-collar","married","primary","yes",0,"yes","no","unknown","6","may","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"management","single","tertiary","no",1171,"yes","no","cellular","10","jul","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
29,"technician","single","tertiary","no",452,"yes","no","cellular","11","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
28,"admin.","married","secondary","no",-97,"yes","no","cellular","29","jan","1","2","no",0.645833333333333,"Middle-aged","High Risk"
51,"admin.","divorced","secondary","no",467,"yes","no","unknown","19","may","1","0","no",0.0568070519098923,"Senior","Medium Risk"
32,"student","single","tertiary","no",0,"no","no","cellular","6","aug","5","6","no",0.142857142857143,"Middle-aged","Medium Risk"
36,"management","married","tertiary","no",495,"no","no","cellular","5","aug","3","2","yes",0.645833333333333,"Middle-aged","Medium Risk"
38,"entrepreneur","married","secondary","no",157,"no","yes","cellular","15","may","11","1","no",0.142857142857143,"Middle-aged","High Risk"
49,"self-employed","married","secondary","no",358,"yes","yes","unknown","13","may","3","0","no",0.0568070519098923,"Middle-aged","High Risk"
42,"services","married","secondary","no",292,"yes","no","cellular","11","may","3","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
34,"blue-collar","married","secondary","no",-563,"yes","no","unknown","26","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
35,"unknown","married","primary","no",365,"no","no","cellular","29","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
64,"retired","married","secondary","no",1574,"no","no","telephone","29","jul","3","0","yes",0.0568070519098923,"Senior","Medium Risk"
34,"entrepreneur","married","tertiary","no",-28,"yes","no","cellular","16","jul","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
57,"retired","married","primary","no",2927,"no","yes","telephone","30","jul","5","0","no",0.0568070519098923,"Senior","High Risk"
30,"blue-collar","married","secondary","no",501,"yes","yes","unknown","27","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
73,"retired","married","primary","no",1388,"no","no","cellular","20","jul","3","3","no",0.645833333333333,"Senior","Medium Risk"
39,"technician","single","secondary","no",102,"yes","no","cellular","14","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
57,"technician","divorced","primary","no",13,"yes","no","cellular","8","may","2","2","no",0.106965174129353,"Senior","Medium Risk"
45,"admin.","married","secondary","no",638,"yes","no","cellular","20","aug","9","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
32,"blue-collar","married","secondary","no",101,"yes","no","unknown","19","may","4","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
49,"self-employed","married","secondary","no",1103,"no","no","cellular","12","aug","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
55,"technician","married","secondary","no",955,"yes","no","cellular","29","jan","1","0","no",0.0568070519098923,"Senior","Medium Risk"
30,"admin.","married","secondary","no",518,"yes","no","cellular","8","may","1","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
39,"technician","married","tertiary","no",14,"no","no","cellular","28","jan","2","0","no",0.0568070519098923,"Middle-aged","Medium Risk"
36,"admin.","married","secondary","no",-423,"yes","yes","unknown","13","may","1","0","no",0.0568070519098923,"Middle-aged","High Risk"
